남은 시간,학습 진도율,구분,가중치,우선순위 점수
4653,100,68,일반,0.5,1.605
4654,293,26,전공,1.5,11.1051
4655,61,17,전공,1.5,12.4746
4656,135,79,일반,0.5,1.0537
4657,152,33,교양,1.0,6.7066
4658,112,30,일반,0.5,3.5045
4659,137,10,전공,1.5,13.5109
4660,92,64,교양,1.0,3.6109
4661,258,65,일반,0.5,1.7519
4662,12,93,전공,1.5,1.1749
4663,22,79,일반,0.5,1.0727
4664,249,63,전공,1.5,5.556
4665,136,75,교양,1.0,2.5074
4666,19,81,일반,0.5,0.9763
4667,159,71,일반,0.5,1.4531
4668,205,5,교양,1.0,9.5049
4669,98,33,전공,1.5,10.0653
4670,64,11,일반,0.5,4.4578
4671,100,71,교양,1.0,2.91
4672,297,45,전공,1.5,8.2551
4673,40,89,일반,0.5,0.5625
4674,44,23,교양,1.0,7.7227
4675,88,94,일반,0.5,0.3057
4676,195,83,전공,1.5,2.5577
4677,118,40,일반,0.5,3.0042
4678,279,30,교양,1.0,7.0036
4679,46,80,전공,1.5,3.0326
4680,7,36,전공,1.5,9.814
4681,35,88,교양,1.0,1.2286
4682,38,57,교양,1.0,4.3263
4683,109,52,교양,1.0,4.8092
4684,305,30,전공,1.5,10.5049
4685,70,94,전공,1.5,0.9214
4686,199,42,전공,1.5,8.7075
4687,59,8,교양,1.0,9.2169
4688,62,75,전공,1.5,3.7742
4689,154,99,전공,1.5,0.1597
4690,34,7,전공,1.5,13.9941
4691,331,25,일반,0.5,3.7515
4692,336,65,일반,0.5,1.7515
4693,6,39,교양,1.0,6.2664
4694,33,91,교양,1.0,0.9303
4695,28,31,교양,1.0,6.9357
4696,137,62,전공,1.5,5.7109
4697,54,78,전공,1.5,3.3278
4698,71,71,전공,1.5,4.3711
4699,91,38,교양,1.0,6.211
4700,60,58,일반,0.5,2.1083
4701,163,73,일반,0.5,1.3531
4702,332,38,일반,0.5,3.1015
4703,318,21,전공,1.5,11.8547
4704,87,39,전공,1.5,9.1672
4705,209,11,교양,1.0,8.9048
4706,72,70,교양,1.0,3.0139
4707,211,92,교양,1.0,0.8047
4708,253,67,전공,1.5,4.9559
4709,157,26,전공,1.5,11.1096
4710,83,5,교양,1.0,9.512
4711,159,11,전공,1.5,13.3594
4712,239,39,일반,0.5,3.0521
4713,286,13,교양,1.0,8.7035
4714,139,79,전공,1.5,3.1608
4715,96,1,일반,0.5,4.9552
4716,307,18,일반,0.5,4.1016
4717,58,66,교양,1.0,3.4172
4718,328,23,일반,0.5,3.8515
4719,240,14,교양,1.0,8.6042
4720,54,84,일반,0.5,0.8093
4721,93,81,일반,0.5,0.9554
4722,84,56,일반,0.5,2.206
4723,164,30,일반,0.5,3.503
4724,210,1,교양,1.0,9.9048
4725,124,74,교양,1.0,2.6081
4726,20,55,일반,0.5,2.275
4727,261,69,전공,1.5,4.6557
4728,221,72,교양,1.0,2.8045
4729,223,8,일반,0.5,4.6022
4730,266,49,전공,1.5,7.6556
4731,193,30,일반,0.5,3.5026
4732,330,11,전공,1.5,13.3545
4733,295,95,교양,1.0,0.5034
4734,95,49,일반,0.5,2.5553
4735,2,39,교양,1.0,6.5975
4736,290,21,교양,1.0,7.9034
4737,290,75,일반,0.5,1.2517
4738,303,80,전공,1.5,3.005
4739,125,57,일반,0.5,2.154
4740,276,80,일반,0.5,1.0018
4741,296,79,일반,0.5,1.0517
4742,286,14,교양,1.0,8.6035
4743,122,57,교양,1.0,4.3082
4744,111,64,일반,0.5,1.8045
4745,188,95,일반,0.5,0.2527
4746,87,98,교양,1.0,0.2115
4747,319,45,일반,0.5,2.7516
4748,243,23,전공,1.5,11.5562
4749,173,32,교양,1.0,6.8058
4750,182,93,교양,1.0,0.7055
4751,47,15,교양,1.0,8.5213
4752,166,38,전공,1.5,9.309
4753,21,49,일반,0.5,2.5738
4754,215,27,일반,0.5,3.6523
4755,126,83,전공,1.5,2.5619
4756,143,90,교양,1.0,1.007
4757,55,57,전공,1.5,6.4773
4758,142,99,일반,0.5,0.0535
4759,232,82,교양,1.0,1.8043
4760,149,88,교양,1.0,1.2067
4761,244,7,전공,1.5,13.9561
4762,291,73,전공,1.5,4.0552
4763,142,55,전공,1.5,6.7606
4764,228,55,전공,1.5,6.7566
4765,248,93,전공,1.5,1.056
4766,10,62,전공,1.5,5.8499
4767,248,55,전공,1.5,6.756
4768,60,19,교양,1.0,8.1167
4769,242,97,일반,0.5,0.1521
4770,192,82,전공,1.5,2.7078
4771,254,55,전공,1.5,6.7559
4772,193,81,일반,0.5,0.9526
4773,296,67,교양,1.0,3.3034
4774,57,89,교양,1.0,1.1175
4775,146,70,교양,1.0,3.0068
4776,94,39,일반,0.5,3.0553
4777,71,82,전공,1.5,2.7211
4778,112,32,일반,0.5,3.4045
4779,201,35,일반,0.5,3.2525
4780,110,28,교양,1.0,7.2091
4781,197,93,전공,1.5,1.0576
4782,282,94,교양,1.0,0.6035
4783,205,16,일반,0.5,4.2024
4784,194,82,교양,1.0,1.8052
4785,243,88,전공,1.5,1.8062
4786,178,59,일반,0.5,2.0528
4787,165,78,교양,1.0,2.2061
4788,18,11,교양,1.0,8.9555
4789,195,89,전공,1.5,1.6577
4790,285,72,일반,0.5,1.4018
4791,154,42,전공,1.5,8.7097
4792,277,9,일반,0.5,4.5518
4793,15,7,교양,1.0,9.3666
4794,191,9,교양,1.0,9.1052
4795,137,46,일반,0.5,2.7036
4796,264,13,전공,1.5,13.0557
4797,313,20,전공,1.5,12.0048
4798,281,41,일반,0.5,2.9518
4799,182,46,일반,0.5,2.7027
4800,28,63,교양,1.0,3.7357
4801,322,75,전공,1.5,3.7547
4802,6,36,일반,0.5,3.2832
4803,77,50,교양,1.0,5.013
4804,283,84,교양,1.0,1.6035
4805,317,35,일반,0.5,3.2516
4806,326,20,교양,1.0,8.0031
4807,218,3,일반,0.5,4.8523
4808,99,47,교양,1.0,5.3101
4809,298,33,교양,1.0,6.7034
4810,232,91,전공,1.5,1.3565
4811,121,94,교양,1.0,0.6083
4812,336,50,전공,1.5,7.5045
4813,61,76,일반,0.5,1.2082
4814,245,24,전공,1.5,11.4061
4815,150,26,교양,1.0,7.4067
4816,296,29,교양,1.0,7.1034
4817,229,2,일반,0.5,4.9022
4818,310,51,일반,0.5,2.4516
4819,121,13,일반,0.5,4.3541
4820,181,52,전공,1.5,7.2083
4821,119,47,전공,1.5,7.9626
4822,203,69,교양,1.0,3.1049
4823,291,39,전공,1.5,9.1552
4824,89,90,교양,1.0,1.0112
4825,108,55,교양,1.0,4.5093
4826,148,0,일반,0.5,5.0034
4827,9,31,일반,0.5,3.5055
4828,56,31,일반,0.5,3.4589
4829,285,59,전공,1.5,6.1553
4830,310,10,교양,1.0,9.0032
4831,233,28,전공,1.5,10.8064
4832,186,47,교양,1.0,5.3054
4833,137,3,교양,1.0,9.7073
4834,99,1,전공,1.5,14.8651
4835,70,69,전공,1.5,4.6714
4836,143,9,전공,1.5,13.6605
4837,128,17,일반,0.5,4.1539
4838,125,37,전공,1.5,9.462
4839,335,30,일반,0.5,3.5015
4840,173,71,교양,1.0,2.9058
4841,24,60,전공,1.5,6.0625
4842,313,59,전공,1.5,6.1548
4843,113,10,전공,1.5,13.5133
4844,101,80,전공,1.5,3.0149
4845,266,88,전공,1.5,1.8056
4846,280,4,일반,0.5,4.8018
4847,166,79,일반,0.5,1.053
4848,47,47,전공,1.5,7.9819
4849,80,88,일반,0.5,0.6062
4850,249,19,전공,1.5,12.156
4851,266,18,교양,1.0,8.2038
4852,204,77,일반,0.5,1.1525
4853,154,45,교양,1.0,5.5065
4854,135,39,교양,1.0,6.1074
4855,310,32,교양,1.0,6.8032
4856,27,91,교양,1.0,0.937
4857,96,39,교양,1.0,6.1104
4858,313,76,전공,1.5,3.6048
4859,225,12,교양,1.0,8.8044
4860,131,70,전공,1.5,4.5114
4861,187,66,전공,1.5,5.108
4862,165,27,전공,1.5,10.9591
4863,86,67,전공,1.5,4.9674
4864,26,100,교양,1.0,0.0384
4865,54,44,일반,0.5,2.8093
4866,248,39,전공,1.5,9.156
4867,125,24,일반,0.5,3.804
4868,9,10,교양,1.0,9.111
4869,177,33,일반,0.5,3.3528
4870,223,1,교양,1.0,9.9045
4871,278,12,전공,1.5,13.2054
4872,113,100,일반,0.5,0.0044
4873,242,9,전공,1.5,13.6562
4874,318,9,일반,0.5,4.5516
4875,334,51,교양,1.0,4.903
4876,219,37,일반,0.5,3.1523
4877,294,29,일반,0.5,3.5517
4878,296,52,교양,1.0,4.8034
4879,73,57,전공,1.5,6.4705
4880,89,83,교양,1.0,1.7112
4881,212,15,전공,1.5,12.7571
4882,190,67,일반,0.5,1.6526
4883,169,27,교양,1.0,7.3059
4884,155,52,교양,1.0,4.8065
4885,50,13,교양,1.0,8.72
4886,72,72,전공,1.5,4.2208
4887,138,18,일반,0.5,4.1036
4888,38,34,일반,0.5,3.3132
4889,190,80,전공,1.5,3.0079
4890,214,69,교양,1.0,3.1047
4891,245,44,교양,1.0,5.6041
4892,125,65,전공,1.5,5.262
4893,60,86,교양,1.0,1.4167
4894,117,65,일반,0.5,1.7543
4895,320,96,전공,1.5,0.6047
4896,254,88,교양,1.0,1.2039
4897,103,86,일반,0.5,0.7049
4898,309,28,교양,1.0,7.2032
4899,28,38,전공,1.5,9.3536
4900,240,13,교양,1.0,8.7042
4901,141,10,일반,0.5,4.5035
4902,268,86,일반,0.5,0.7019
4903,273,82,일반,0.5,0.9018
4904,70,62,전공,1.5,5.7214
4905,253,41,전공,1.5,8.8559
4906,207,76,교양,1.0,2.4048
4907,27,1,교양,1.0,9.937
4908,39,54,일반,0.5,2.3128
4909,236,11,교양,1.0,8.9042
4910,138,90,일반,0.5,0.5036
4911,2,67,교양,1.0,3.7975
4912,216,36,교양,1.0,6.4046
4913,144,18,전공,1.5,12.3104
4914,3,12,전공,1.5,13.6983
4915,267,63,교양,1.0,3.7037
4916,311,10,전공,1.5,13.5048
4917,168,91,교양,1.0,0.906
4918,280,10,교양,1.0,9.0036
4919,176,49,교양,1.0,5.1057
4920,252,37,일반,0.5,3.152
4921,322,59,전공,1.5,6.1547
4922,272,76,전공,1.5,3.6055
4923,224,63,교양,1.0,3.7045
4924,124,64,교양,1.0,3.6081
4925,201,50,전공,1.5,7.5075
4926,264,71,일반,0.5,1.4519
4927,56,14,일반,0.5,4.3089
4928,36,6,교양,1.0,9.4278
4929,184,69,전공,1.5,4.6582
4930,175,24,교양,1.0,7.6057
4931,241,83,일반,0.5,0.8521
4932,271,37,교양,1.0,6.3037
4933,270,2,일반,0.5,4.9019
4934,145,4,전공,1.5,14.4103
4935,224,56,일반,0.5,2.2022
4936,292,66,전공,1.5,5.1051
4937,186,78,일반,0.5,1.1027
4938,102,17,일반,0.5,4.1549
4939,123,62,교양,1.0,3.8081
4940,130,98,일반,0.5,0.1038
4941,54,23,일반,0.5,3.8593
4942,214,40,교양,1.0,6.0047
4943,152,54,교양,1.0,4.6066
4944,298,30,일반,0.5,3.5017
4945,99,58,교양,1.0,4.2101
4946,315,19,일반,0.5,4.0516
4947,167,62,교양,1.0,3.806
4948,172,11,일반,0.5,4.4529
4949,244,93,전공,1.5,1.0561
4950,13,8,교양,1.0,9.2769
4951,100,42,전공,1.5,8.715
4952,149,41,교양,1.0,5.9067
4953,54,79,일반,0.5,1.0593
4954,104,95,일반,0.5,0.2548
4955,334,72,전공,1.5,4.2045
4956,25,36,일반,0.5,3.22
4957,283,49,일반,0.5,2.5518
4958,119,70,전공,1.5,4.5126
4959,173,11,교양,1.0,8.9058
4960,235,1,교양,1.0,9.9043
4961,235,27,교양,1.0,7.3043
4962,315,64,일반,0.5,1.8016
4963,52,72,전공,1.5,4.2288
4964,37,87,일반,0.5,0.6635
4965,156,97,교양,1.0,0.3064
4966,94,4,전공,1.5,14.416
4967,74,26,교양,1.0,7.4135
4968,255,13,교양,1.0,8.7039
4969,257,28,일반,0.5,3.6019
4970,190,60,전공,1.5,6.0079
4971,166,56,일반,0.5,2.203
4972,306,13,교양,1.0,8.7033
4973,146,58,교양,1.0,4.2068
4974,31,34,교양,1.0,6.6322
4975,258,74,일반,0.5,1.3019
4976,252,30,교양,1.0,7.004
4977,311,83,일반,0.5,0.8516
4978,242,56,일반,0.5,2.2021
4979,9,46,일반,0.5,2.7555
4980,124,59,교양,1.0,4.1081
4981,232,79,전공,1.5,3.1565
4982,242,59,일반,0.5,2.0521
4983,170,60,일반,0.5,2.0029
4984,7,91,일반,0.5,0.5213
4985,335,5,전공,1.5,14.2545
4986,312,6,일반,0.5,4.7016
4987,272,76,전공,1.5,3.6055
4988,217,64,일반,0.5,1.8023
4989,64,69,전공,1.5,4.6734
4990,40,71,전공,1.5,4.3875
4991,129,3,교양,1.0,9.7078
4992,64,72,일반,0.5,1.4078
4993,334,59,전공,1.5,6.1545
4994,88,54,전공,1.5,6.917
4995,324,4,교양,1.0,9.6031
4996,124,99,교양,1.0,0.1081
4997,259,55,전공,1.5,6.7558
4998,332,18,교양,1.0,8.203
4999,200,62,일반,0.5,1.9025
5000,235,21,교양,1.0,7.9043
5001,262,95,교양,1.0,0.5038
5002,307,70,일반,0.5,1.5016
5003,151,32,교양,1.0,6.8066
5004,6,27,교양,1.0,7.4664
5005,68,97,일반,0.5,0.1574
5006,85,7,교양,1.0,9.3118
5007,73,25,전공,1.5,11.2705
5008,161,40,일반,0.5,3.0031
5009,296,59,전공,1.5,6.1551
5010,179,16,일반,0.5,4.2028
5011,272,80,전공,1.5,3.0055
5012,22,56,전공,1.5,6.6682
5013,18,36,교양,1.0,6.4555
5014,168,78,전공,1.5,3.3089
5015,116,80,교양,1.0,2.0086
5016,299,23,교양,1.0,7.7033
5017,211,94,교양,1.0,0.6047
5018,112,61,전공,1.5,5.8634
5019,334,61,일반,0.5,1.9515
5020,20,75,일반,0.5,1.275
5021,148,2,교양,1.0,9.8068
5022,4,8,전공,1.5,14.1741
5023,102,32,일반,0.5,3.4049
5024,234,89,일반,0.5,0.5521
5025,81,22,일반,0.5,3.9062
5026,191,7,전공,1.5,13.9579
5027,331,74,일반,0.5,1.3015
5028,69,66,교양,1.0,3.4145
5029,226,35,전공,1.5,9.7566
5030,119,83,일반,0.5,0.8542
5031,116,50,교양,1.0,5.0086
5032,76,40,전공,1.5,9.0197
5033,64,46,일반,0.5,2.7078
5034,217,79,전공,1.5,3.1569
5035,119,86,교양,1.0,1.4084
5036,244,29,교양,1.0,7.1041
5037,199,91,일반,0.5,0.4525
5038,27,47,일반,0.5,2.6685
5039,9,82,전공,1.5,2.8665
5040,257,89,전공,1.5,1.6558
5041,53,81,일반,0.5,0.9594
5042,293,42,전공,1.5,8.7051
5043,303,7,전공,1.5,13.955
5044,195,92,전공,1.5,1.2077
5045,250,77,전공,1.5,3.456
5046,39,36,전공,1.5,9.6385
5047,121,99,전공,1.5,0.1624
5048,334,17,일반,0.5,4.1515
5049,333,13,교양,1.0,8.703
5050,112,93,일반,0.5,0.3545
5051,216,47,전공,1.5,7.9569
5052,324,43,일반,0.5,2.8515
5053,215,86,교양,1.0,1.4047
5054,257,87,일반,0.5,0.6519
5055,60,87,교양,1.0,1.3167
5056,237,14,일반,0.5,4.3021
5057,180,56,전공,1.5,6.6083
5058,286,61,교양,1.0,3.9035
5059,261,24,전공,1.5,11.4057
5060,272,8,전공,1.5,13.8055
5061,316,9,일반,0.5,4.5516
5062,94,21,전공,1.5,11.866
5063,3,8,일반,0.5,4.7661
5064,247,55,전공,1.5,6.7561
5065,41,93,교양,1.0,0.7244
5066,329,5,교양,1.0,9.503
5067,11,63,일반,0.5,1.8954
5068,46,65,교양,1.0,3.5217
5069,193,71,전공,1.5,4.3578
5070,22,43,교양,1.0,5.7454
5071,303,92,교양,1.0,0.8033
5072,235,90,일반,0.5,0.5021
5073,179,12,일반,0.5,4.4028
5074,145,15,전공,1.5,12.7603
5075,152,57,교양,1.0,4.3066
5076,102,31,일반,0.5,3.4549
5077,143,33,교양,1.0,6.707
5078,49,27,전공,1.5,10.9806
5079,21,14,전공,1.5,12.9714
5080,266,99,교양,1.0,0.1038
5081,294,26,전공,1.5,11.1051
5082,236,61,교양,1.0,3.9042
5083,243,87,일반,0.5,0.6521
5084,329,41,전공,1.5,8.8546
5085,119,22,전공,1.5,11.7126
5086,273,63,일반,0.5,1.8518
5087,64,9,전공,1.5,13.6734
5088,40,42,교양,1.0,5.825
5089,175,97,일반,0.5,0.1529
5090,61,50,교양,1.0,5.0164
5091,127,33,일반,0.5,3.3539
5092,73,49,일반,0.5,2.5568
5093,37,64,전공,1.5,5.4405
5094,171,94,교양,1.0,0.6058
5095,6,46,일반,0.5,2.7832
5096,190,8,전공,1.5,13.8079
5097,304,41,일반,0.5,2.9516
5098,224,76,교양,1.0,2.4045
5099,281,30,교양,1.0,7.0036
5100,50,34,전공,1.5,9.93
5101,220,37,전공,1.5,9.4568
5102,322,27,전공,1.5,10.9547
5103,8,95,전공,1.5,0.9373
5104,66,72,교양,1.0,2.8151
5105,253,88,교양,1.0,1.204
5106,73,76,전공,1.5,3.6205
5107,264,64,교양,1.0,3.6038
5108,281,23,교양,1.0,7.7036
5109,11,61,일반,0.5,1.9954
5110,300,48,교양,1.0,5.2033
5111,45,34,전공,1.5,9.9333
5112,148,95,전공,1.5,0.7601
5113,67,59,교양,1.0,4.1149
5114,128,49,일반,0.5,2.5539
5115,302,30,일반,0.5,3.5017
5116,45,81,전공,1.5,2.8833
5117,78,2,일반,0.5,4.9064
5118,154,24,전공,1.5,11.4097
5119,311,15,전공,1.5,12.7548
5120,127,94,교양,1.0,0.6079
5121,40,82,전공,1.5,2.7375
5122,122,53,교양,1.0,4.7082
5123,237,11,일반,0.5,4.4521
5124,182,72,일반,0.5,1.4027
5125,21,24,교양,1.0,7.6476
5126,223,54,교양,1.0,4.6045
5127,151,5,전공,1.5,14.2599
5128,329,64,교양,1.0,3.603
5129,296,38,일반,0.5,3.1017
5130,58,84,전공,1.5,2.4259
5131,133,91,일반,0.5,0.4538
5132,314,64,일반,0.5,1.8016
5133,209,77,교양,1.0,2.3048
5134,299,83,교양,1.0,1.7033
5135,262,35,일반,0.5,3.2519
5136,89,6,교양,1.0,9.4112
5137,45,4,교양,1.0,9.6222
5138,313,7,전공,1.5,13.9548
5139,168,43,전공,1.5,8.5589
5140,58,82,일반,0.5,0.9086
5141,313,85,일반,0.5,0.7516
5142,312,100,전공,1.5,0.0048
5143,59,41,교양,1.0,5.9169
5144,131,99,교양,1.0,0.1076
5145,44,80,교양,1.0,2.0227
5146,297,1,교양,1.0,9.9034
5147,312,39,교양,1.0,6.1032
5148,61,14,일반,0.5,4.3082
5149,71,53,일반,0.5,2.357
5150,158,32,일반,0.5,3.4032
5151,187,63,일반,0.5,1.8527
5152,188,91,전공,1.5,1.358
5153,25,94,교양,1.0,0.64
5154,157,38,교양,1.0,6.2064
5155,86,64,일반,0.5,1.8058
5156,31,63,일반,0.5,1.8661
5157,77,78,일반,0.5,1.1065
5158,192,10,전공,1.5,13.5078
5159,41,96,전공,1.5,0.6366
5160,195,99,전공,1.5,0.1577
5161,169,4,전공,1.5,14.4089
5162,307,22,교양,1.0,7.8033
5163,158,62,전공,1.5,5.7095
5164,306,75,전공,1.5,3.7549
5165,157,57,교양,1.0,4.3064
5166,3,23,전공,1.5,12.0483
5167,40,87,일반,0.5,0.6625
5168,232,5,일반,0.5,4.7522
5169,227,55,일반,0.5,2.2522
5170,39,78,전공,1.5,3.3385
5171,121,72,교양,1.0,2.8083
5172,314,9,전공,1.5,13.6548
5173,289,77,교양,1.0,2.3035
5174,151,88,전공,1.5,1.8099
5175,23,12,교양,1.0,8.8435
5176,12,40,교양,1.0,6.0833
5177,130,49,일반,0.5,2.5538
5178,284,29,교양,1.0,7.1035
5179,183,90,전공,1.5,1.5082
5180,324,86,교양,1.0,1.4031
5181,182,1,전공,1.5,14.8582
5182,189,57,일반,0.5,2.1526
5183,139,13,교양,1.0,8.7072
5184,138,57,일반,0.5,2.1536
5185,59,59,전공,1.5,6.1754
5186,8,37,전공,1.5,9.6373
5187,162,30,전공,1.5,10.5093
5188,85,17,일반,0.5,4.1559
5189,24,95,일반,0.5,0.2708
5190,291,82,전공,1.5,2.7052
5191,319,47,일반,0.5,2.6516
5192,60,84,일반,0.5,0.8083
5193,65,31,교양,1.0,6.9154
5194,327,74,일반,0.5,1.3015
5195,233,0,교양,1.0,10.0043
5196,22,21,일반,0.5,3.9727
5197,117,8,교양,1.0,9.2085
5198,150,68,일반,0.5,1.6033
5199,100,76,일반,0.5,1.205
5200,26,1,전공,1.5,14.9077
5201,106,84,전공,1.5,2.4141
5202,114,58,전공,1.5,6.3132
5203,319,99,일반,0.5,0.0516
5204,276,5,일반,0.5,4.7518
5205,31,23,일반,0.5,3.8661
5206,309,32,일반,0.5,3.4016
5207,163,31,교양,1.0,6.9061
5208,191,89,교양,1.0,1.1052
5209,228,53,교양,1.0,4.7044
5210,286,55,일반,0.5,2.2517
5211,126,44,일반,0.5,2.804
5212,174,22,교양,1.0,7.8057
5213,201,5,교양,1.0,9.505
5214,233,45,전공,1.5,8.2564
5215,5,42,일반,0.5,2.9998
5216,42,1,일반,0.5,4.9619
5217,312,76,일반,0.5,1.2016
5218,213,100,일반,0.5,0.0023
5219,245,97,일반,0.5,0.152
5220,327,68,전공,1.5,4.8046
5221,322,51,교양,1.0,4.9031
5222,58,50,전공,1.5,7.5259
5223,170,94,일반,0.5,0.3029
5224,103,92,일반,0.5,0.4049
5225,182,12,일반,0.5,4.4027
5226,86,91,교양,1.0,0.9116
5227,232,6,일반,0.5,4.7022
5228,303,5,전공,1.5,14.255
5229,96,15,일반,0.5,4.2552
5230,89,56,전공,1.5,6.6169
5231,185,85,전공,1.5,2.2581
5232,164,67,일반,0.5,1.653
5233,34,65,교양,1.0,3.5294
5234,249,7,교양,1.0,9.304
5235,147,59,일반,0.5,2.0534
5236,150,12,교양,1.0,8.8067
5237,331,57,일반,0.5,2.1515
5238,116,12,교양,1.0,8.8086
5239,307,80,전공,1.5,3.0049
5240,141,81,일반,0.5,0.9535
5241,220,57,전공,1.5,6.4568
5242,166,76,일반,0.5,1.203
5243,77,71,교양,1.0,2.913
5244,128,13,교양,1.0,8.7078
5245,160,20,일반,0.5,4.0031
5246,44,65,교양,1.0,3.5227
5247,72,66,전공,1.5,5.1208
5248,74,64,교양,1.0,3.6135
5249,279,74,전공,1.5,3.9054
5250,72,59,일반,0.5,2.0569
5251,143,70,전공,1.5,4.5105
5252,299,10,일반,0.5,4.5017
5253,147,93,전공,1.5,1.0602
5254,124,42,일반,0.5,2.904
5255,272,47,일반,0.5,2.6518
5256,29,24,전공,1.5,11.4517
5257,233,27,일반,0.5,3.6521
5258,333,17,일반,0.5,4.1515
5259,114,87,교양,1.0,1.3088
5260,196,79,교양,1.0,2.1051
5261,143,84,전공,1.5,2.4105
5262,103,81,교양,1.0,1.9097
5263,326,3,전공,1.5,14.5546
5264,155,77,교양,1.0,2.3065
5265,241,72,교양,1.0,2.8041
5266,68,49,일반,0.5,2.5574
5267,265,27,일반,0.5,3.6519
5268,230,100,전공,1.5,0.0065
5269,77,37,일반,0.5,3.1565
5270,28,32,전공,1.5,10.2536
5271,228,68,일반,0.5,1.6022
5272,269,86,일반,0.5,0.7019
5273,268,71,일반,0.5,1.4519
5274,28,64,전공,1.5,5.4536
5275,54,9,일반,0.5,4.5593
5276,121,20,교양,1.0,8.0083
5277,242,83,일반,0.5,0.8521
5278,5,49,전공,1.5,7.9494
5279,57,20,일반,0.5,4.0088
5280,62,45,교양,1.0,5.5161
5281,126,7,전공,1.5,13.9619
5282,144,43,전공,1.5,8.5604
5283,242,64,전공,1.5,5.4062
5284,2,89,일반,0.5,0.7988
5285,152,42,전공,1.5,8.7099
5286,153,87,일반,0.5,0.6533
5287,83,28,일반,0.5,3.606
5288,55,18,일반,0.5,4.1091
5289,32,21,전공,1.5,11.8969
5290,272,62,일반,0.5,1.9018
5291,6,50,전공,1.5,7.7496
5292,11,16,일반,0.5,4.2454
5293,57,5,전공,1.5,14.2763
5294,20,99,일반,0.5,0.075
5295,3,71,일반,0.5,1.6161
5296,257,36,전공,1.5,9.6058
5297,157,33,일반,0.5,3.3532
5298,266,58,일반,0.5,2.1019
5299,69,98,전공,1.5,0.3217
5300,329,12,전공,1.5,13.2046
5301,246,57,교양,1.0,4.3041
5302,115,46,교양,1.0,5.4087
5303,142,18,일반,0.5,4.1035
5304,127,36,일반,0.5,3.2039
5305,289,13,전공,1.5,13.0552
5306,238,34,교양,1.0,6.6042
5307,283,57,일반,0.5,2.1518
5308,48,20,일반,0.5,4.0104
5309,145,2,전공,1.5,14.7103
5310,62,36,교양,1.0,6.4161
5311,334,82,전공,1.5,2.7045
5312,174,84,교양,1.0,1.6057
5313,79,8,전공,1.5,13.819
5314,253,80,교양,1.0,2.004
5315,230,54,전공,1.5,6.9065
5316,207,36,교양,1.0,6.4048
5317,271,41,교양,1.0,5.9037
5318,73,53,전공,1.5,7.0705
5319,195,35,일반,0.5,3.2526
5320,17,25,전공,1.5,11.3382
5321,328,86,교양,1.0,1.403
5322,210,33,일반,0.5,3.3524
5323,69,64,전공,1.5,5.4217
5324,131,46,일반,0.5,2.7038
5325,42,21,일반,0.5,3.9619
5326,252,16,전공,1.5,12.606
5327,85,21,교양,1.0,7.9118
5328,62,71,교양,1.0,2.9161
5329,166,99,교양,1.0,0.106
5330,198,66,전공,1.5,5.1076
5331,279,22,교양,1.0,7.8036
5332,253,68,교양,1.0,3.204
5333,246,98,전공,1.5,0.3061
5334,97,100,일반,0.5,0.0052
5335,34,21,교양,1.0,7.9294
5336,64,1,교양,1.0,9.9156
5337,306,5,일반,0.5,4.7516
5338,270,43,교양,1.0,5.7037
5339,233,66,일반,0.5,1.7021
5340,105,68,전공,1.5,4.8143
5341,24,7,전공,1.5,14.0125
5342,51,49,일반,0.5,2.5598
5343,174,88,전공,1.5,1.8086
5344,323,34,교양,1.0,6.6031
5345,222,85,일반,0.5,0.7523
5346,41,23,일반,0.5,3.8622
5347,161,71,교양,1.0,2.9062
5348,224,95,교양,1.0,0.5045
5349,269,62,전공,1.5,5.7056
5350,54,44,전공,1.5,8.4278
5351,164,95,교양,1.0,0.5061
5352,164,52,교양,1.0,4.8061
5353,90,73,전공,1.5,4.0667
5354,69,19,일반,0.5,4.0572
5355,46,90,전공,1.5,1.5326
5356,51,36,전공,1.5,9.6294
5357,261,26,일반,0.5,3.7019
5358,267,67,교양,1.0,3.3037
5359,156,72,교양,1.0,2.8064
5360,80,94,전공,1.5,0.9187
5361,2,44,전공,1.5,9.1463
5362,73,22,전공,1.5,11.7205
5363,203,93,일반,0.5,0.3525
5364,6,25,일반,0.5,3.8332
5365,226,42,교양,1.0,5.8044
5366,86,19,일반,0.5,4.0558
5367,39,78,전공,1.5,3.3385
5368,310,22,일반,0.5,3.9016
5369,276,34,교양,1.0,6.6036
5370,10,41,전공,1.5,8.9999
5371,103,63,일반,0.5,1.8549
5372,37,13,전공,1.5,13.0905
5373,105,36,교양,1.0,6.4095
5374,282,87,일반,0.5,0.6518
5375,245,49,교양,1.0,5.1041
5376,101,10,일반,0.5,4.505
5377,147,41,교양,1.0,5.9068
5378,228,100,일반,0.5,0.0022
5379,335,28,교양,1.0,7.203
5380,40,5,일반,0.5,4.7625
5381,303,1,일반,0.5,4.9517
5382,13,57,전공,1.5,6.5653
5383,67,76,교양,1.0,2.4149
5384,119,56,일반,0.5,2.2042
5385,279,4,일반,0.5,4.8018
5386,327,92,교양,1.0,0.8031
5387,169,72,교양,1.0,2.8059
5388,231,35,일반,0.5,3.2522
5389,168,43,교양,1.0,5.706
5390,112,23,교양,1.0,7.7089
5391,49,55,전공,1.5,6.7806
